txn_id,txn_date,channel,merchant_id,txn_type,amount,currency,payment_ref,batch_id,status
TXNJUN00541,2026-06-21,CARD,M1003,SALE,11256.08,INR,PRJUN82943217,BATCHJUN004,SUCCESS
TXNJUN00608,2026-06-28,NEFT,M1014,SALE,69931.90,INR,PRJUN36798789,,SUCCESS
TXNJUN00491,2026-06-18,UPI,M1039,SALE,266.08,INR,PRJUN84776858,,SUCCESS
TXNJUN00330,2026-06-06,NEFT,M1018,SALE,13405.10,INR,PRJUN61100987,,SUCCESS
TXNJUN00545,2026-06-21,UPI,M1003,SALE,8237.31,INR,PRJUN77399750,BATCHJUN004,SUCCESS
TXNJUN00412,2026-06-02,CARD,M1034,SALE,76869.96,INR,PRJUN47706144,,SUCCESS
TXNJUN00410,2026-06-18,CARD,M1023,SALE,75561.68,INR,PRJUN94658420,,SUCCESS
TXNJUN00537,2026-06-24,NEFT,M1031,SALE,13088.26,INR,PRJUN21002322,BATCHJUN003,SUCCESS
TXNJUN00375,2026-06-05,UPI,M1016,SALE,23727.76,INR,PRJUN52211967,,SUCCESS
TXNJUN00554,2026-06-09,IMPS,M1024,SALE,16780.01,INR,PRJUN45341684,BATCHJUN006,SUCCESS
TXNJUN00549,2026-06-22,IMPS,M1033,SALE,1288.19,INR,PRJUN75450221,BATCHJUN005,SUCCESS
TXNJUN00461,2026-06-16,UPI,M1031,SALE,5335.89,INR,PRJUN25808361,,SUCCESS
TXNJUN00433,2026-06-16,NEFT,M1006,SALE,85039.64,INR,PRJUN73209094,,SUCCESS
TXNJUN00339,2026-06-02,NEFT,M1035,SALE,75170.81,INR,PRJUN82966824,,SUCCESS
TXNJUN00522,2026-06-22,IMPS,M1035,SALE,8546.76,INR,PRJUN96695458,BATCHJUN001,SUCCESS
TXNJUN00370,2026-06-08,CARD,M1001,SALE,49467.34,INR,PRJUN89682313,,SUCCESS
TXNJUN00338,2026-06-09,CARD,M1025,SALE,62658.32,INR,PRJUN42483531,,SUCCESS
TXNJUN00419,2026-06-11,IMPS,M1028,SALE,13178.80,INR,PRJUN50502233,,SUCCESS
TXNJUN00594,2026-06-29,CARD,M1038,SALE,63700.48,INR,PRJUN63611082,,SUCCESS
TXNJUN00337,2026-06-15,UPI,M1027,SALE,75830.70,INR,PRJUN38138531,,SUCCESS
TXNJUN00598,2026-06-27,CARD,M1033,SALE,24989.94,INR,PRJUN64218119,,SUCCESS
TXNJUN00556,2026-06-09,NEFT,M1024,SALE,11959.74,INR,PRJUN20447168,BATCHJUN006,SUCCESS
TXNJUN00464,2026-06-09,IMPS,M1037,SALE,20088.98,INR,PRJUN70673557,,SUCCESS
TXNJUN00465,2026-06-20,CARD,M1026,SALE,41344.16,INR,PRJUN27368573,,SUCCESS
TXNJUN00561,2026-06-22,IMPS,M1033,SALE,4624.58,INR,PRJUN35086055,BATCHJUN007,SUCCESS
TXNJUN00523,2026-06-22,NEFT,M1035,SALE,3638.61,INR,PRJUN39633659,BATCHJUN001,SUCCESS
TXNJUN00408,2026-06-09,IMPS,M1003,SALE,42509.58,INR,PRJUN46907428,,SUCCESS
TXNJUN00447,2026-06-03,CARD,M1009,SALE,29728.91,INR,PRJUN31336920,,SUCCESS
TXNJUN00555,2026-06-09,NEFT,M1024,SALE,7844.86,INR,PRJUN60803895,BATCHJUN006,SUCCESS
TXNJUN00355,2026-06-02,NEFT,M1011,SALE,26292.31,INR,PRJUN49203644,,SUCCESS
TXNJUN00345,2026-06-14,IMPS,M1026,SALE,91064.33,INR,PRJUN85141654,,SUCCESS
TXNJUN00386,2026-06-21,CARD,M1033,SALE,7552.39,INR,PRJUN87396877,,SUCCESS
TXNJUN00528,2026-06-09,UPI,M1032,SALE,13590.26,INR,PRJUN41478466,BATCHJUN002,SUCCESS
TXNJUN00438,2026-06-14,CARD,M1013,SALE,7675.42,INR,PRJUN15727862,,SUCCESS
TXNJUN00514,2026-06-14,NEFT,M1002,SALE,70870.07,INR,PRJUN53075436,,SUCCESS
TXNJUN00414,2026-06-06,NEFT,M1023,SALE,22663.22,INR,PRJUN33315234,,SUCCESS
TXNJUN00499,2026-06-20,NEFT,M1033,SALE,57683.73,INR,PRJUN98251083,,SUCCESS
TXNJUN00479,2026-06-02,IMPS,M1003,SALE,9706.89,INR,PRJUN72314252,,SUCCESS
TXNJUN00490,2026-06-11,CARD,M1002,SALE,11497.47,INR,PRJUN70004467,,SUCCESS
TXNJUN00358,2026-06-03,UPI,M1016,SALE,41851.87,INR,PRJUN56785209,,SUCCESS
TXNJUN00548,2026-06-22,NEFT,M1033,SALE,14850.44,INR,PRJUN74894729,BATCHJUN005,SUCCESS
TXNJUN00484,2026-06-20,IMPS,M1031,SALE,2980.34,INR,PRJUN58130331,,SUCCESS
TXNJUN00525,2026-06-22,CARD,M1035,SALE,17102.06,INR,PRJUN83665549,BATCHJUN001,SUCCESS
TXNJUN00493,2026-06-18,CARD,M1024,SALE,72962.70,INR,PRJUN54556611,,SUCCESS
TXNJUN00489,2026-06-08,CARD,M1037,SALE,7719.20,INR,PRJUN64126921,,SUCCESS
TXNJUN00435,2026-06-02,UPI,M1006,SALE,14569.63,INR,PRJUN85731895,,SUCCESS
TXNJUN00474,2026-06-20,CARD,M1007,SALE,66643.82,INR,PRJUN93590502,,SUCCESS
TXNJUN00607,2026-06-29,IMPS,M1032,SALE,17568.83,INR,PRJUN87002404,,SUCCESS
TXNJUN00583,2026-06-21,CARD,M1012,SALE,74513.95,INR,PRJUN65462544,,SUCCESS
TXNJUN00423,2026-06-12,IMPS,M1006,SALE,93330.47,INR,PRJUN41943272,,SUCCESS
TXNJUN00455,2026-06-03,NEFT,M1021,SALE,32112.88,INR,PRJUN74657836,,SUCCESS
TXNJUN00498,2026-06-25,IMPS,M1038,SALE,87530.13,INR,PRJUN78227286,,SUCCESS
TXNJUN00378,2026-06-13,CARD,M1024,SALE,81812.13,INR,PRJUN27714442,,SUCCESS
TXNJUN00361,2026-06-22,IMPS,M1027,SALE,77488.39,INR,PRJUN79043610,,SUCCESS
TXNJUN00459,2026-06-22,IMPS,M1019,SALE,83297.88,INR,PRJUN32815223,,SUCCESS
TXNJUN00336,2026-06-12,IMPS,M1038,SALE,11040.87,INR,PRJUN62738860,,SUCCESS
TXNJUN00364,2026-06-01,UPI,M1030,SALE,82579.01,INR,PRJUN88108751,,SUCCESS
TXNJUN00446,2026-06-24,UPI,M1013,SALE,39739.22,INR,PRJUN46160937,,SUCCESS
TXNJUN00359,2026-06-21,IMPS,M1014,SALE,40818.83,INR,PRJUN91907952,,SUCCESS
TXNJUN00367,2026-06-15,CARD,M1013,SALE,43505.09,INR,PRJUN31204188,,SUCCESS
TXNJUN00409,2026-06-16,NEFT,M1025,SALE,6027.77,INR,PRJUN83912181,,SUCCESS
TXNJUN00574,2026-06-19,IMPS,M1014,REFUND,-1304.35,INR,PRJUN61735818,,SUCCESS
TXNJUN00374,2026-06-03,IMPS,M1008,SALE,85202.18,INR,PRJUN39158087,,SUCCESS
TXNJUN00497,2026-06-22,IMPS,M1032,SALE,56087.71,INR,PRJUN71389561,,SUCCESS
TXNJUN00373,2026-06-01,IMPS,M1029,SALE,58077.75,INR,PRJUN85603667,,SUCCESS
TXNJUN00515,2026-06-08,UPI,M1005,SALE,81111.58,INR,PRJUN97446634,,SUCCESS
TXNJUN00349,2026-06-15,NEFT,M1040,SALE,58745.11,INR,PRJUN57242616,,SUCCESS
TXNJUN00584,2026-06-07,CARD,M1011,SALE,71105.39,INR,PRJUN28531242,,SUCCESS
TXNJUN00546,2026-06-22,IMPS,M1033,SALE,3237.23,INR,PRJUN31370471,BATCHJUN005,SUCCESS
TXNJUN00550,2026-06-22,IMPS,M1033,SALE,1725.79,INR,PRJUN59584751,BATCHJUN005,SUCCESS
TXNJUN00371,2026-06-23,UPI,M1015,SALE,12773.60,INR,PRJUN66682016,,SUCCESS
TXNJUN00506,2026-06-02,CARD,M1027,SALE,88034.44,INR,PRJUN99186817,,SUCCESS
TXNJUN00563,2026-06-24,CARD,M1031,SALE,4608.73,INR,PRJUN31642106,BATCHJUN008,SUCCESS
TXNJUN00360,2026-06-09,IMPS,M1021,SALE,56802.27,INR,PRJUN81441519,,SUCCESS
TXNJUN00592,2026-06-04,NEFT,M1013,SALE,16093.90,INR,PRJUN68917831,,SUCCESS
TXNJUN00467,2026-06-21,IMPS,M1023,SALE,69758.91,INR,PRJUN10553491,,SUCCESS
TXNJUN00420,2026-06-22,IMPS,M1025,SALE,56053.03,INR,PRJUN39962391,,SUCCESS
TXNJUN00400,2026-06-14,NEFT,M1014,SALE,11689.81,INR,PRJUN52148834,,SUCCESS
TXNJUN00387,2026-06-06,UPI,M1037,SALE,24422.25,INR,PRJUN59350218,,SUCCESS
TXNJUN00393,2026-06-24,IMPS,M1010,SALE,85567.00,INR,PRJUN36229153,,SUCCESS
TXNJUN00456,2026-06-05,IMPS,M1004,SALE,49263.57,INR,PRJUN35281262,,SUCCESS
TXNJUN00579,2026-06-06,CARD,M1031,REFUND,-1303.20,INR,PRJUN74709513,,SUCCESS
TXNJUN00616,2026-06-08,IMPS,M1030,SALE,81772.91,INR,PRJUN56612335,,SUCCESS
TXNJUN00538,2026-06-24,IMPS,M1031,SALE,17244.92,INR,PRJUN28790705,BATCHJUN003,SUCCESS
TXNJUN00591,2026-06-20,UPI,M1012,SALE,20755.81,INR,PRJUN98070348,,SUCCESS
TXNJUN00536,2026-06-24,IMPS,M1031,SALE,9995.94,INR,PRJUN24607269,BATCHJUN003,SUCCESS
TXNJUN00502,2026-06-25,CARD,M1038,SALE,33624.53,INR,PRJUN25489430,,SUCCESS
TXNJUN00605,2026-06-29,NEFT,M1005,SALE,9062.64,INR,PRJUN43320572,,SUCCESS
TXNJUN00494,2026-06-11,NEFT,M1036,SALE,33899.42,INR,PRJUN10294869,,SUCCESS
TXNJUN00589,2026-06-14,UPI,M1025,SALE,4121.55,INR,PRJUN39765498,,SUCCESS
TXNJUN00426,2026-06-19,IMPS,M1011,SALE,61929.37,INR,PRJUN74355957,,SUCCESS
TXNJUN00510,2026-06-02,NEFT,M1039,SALE,14813.40,INR,PRJUN30777669,,SUCCESS
TXNJUN00427,2026-06-11,UPI,M1005,SALE,24991.85,INR,PRJUN12694823,,SUCCESS
TXNJUN00612,2026-06-11,NEFT,M1032,SALE,30135.75,INR,PRJUN59821155,,SUCCESS
TXNJUN00480,2026-06-04,UPI,M1001,SALE,80905.55,INR,PRJUN25555976,,SUCCESS
TXNJUN00595,2026-06-27,UPI,M1006,SALE,70073.69,INR,PRJUN36885204,,SUCCESS
TXNJUN00421,2026-06-23,CARD,M1037,SALE,90139.15,INR,PRJUN10241310,,SUCCESS
TXNJUN00470,2026-06-08,IMPS,M1014,SALE,21504.45,INR,PRJUN12566878,,SUCCESS
TXNJUN00428,2026-06-24,UPI,M1022,SALE,7356.48,INR,PRJUN31596235,,SUCCESS
TXNJUN00346,2026-06-24,IMPS,M1029,SALE,58436.63,INR,PRJUN13918120,,SUCCESS
TXNJUN00331,2026-06-09,CARD,M1005,SALE,40149.45,INR,PRJUN68341261,,SUCCESS
TXNJUN00448,2026-06-08,UPI,M1024,SALE,3383.48,INR,PRJUN17734634,,SUCCESS
TXNJUN00503,2026-06-01,UPI,M1004,SALE,36337.46,INR,PRJUN24290224,,SUCCESS
TXNJUN00398,2026-06-09,CARD,M1021,SALE,80874.07,INR,PRJUN49148093,,SUCCESS
TXNJUN00509,2026-06-09,IMPS,M1011,SALE,52987.72,INR,PRJUN67513345,,SUCCESS
TXNJUN00401,2026-06-03,NEFT,M1039,SALE,15184.06,INR,PRJUN26094525,,SUCCESS
TXNJUN00344,2026-06-03,UPI,M1002,SALE,28700.02,INR,PRJUN52803305,,SUCCESS
TXNJUN00518,2026-06-11,CARD,M1026,SALE,62521.40,INR,PRJUN48901209,,SUCCESS
TXNJUN00394,2026-06-12,UPI,M1022,SALE,60505.49,INR,PRJUN82684966,,SUCCESS
TXNJUN00511,2026-06-17,IMPS,M1034,SALE,21091.40,INR,PRJUN52662313,,SUCCESS
TXNJUN00600,2026-06-29,NEFT,M1029,SALE,83261.71,INR,PRJUN78892172,,SUCCESS
TXNJUN00478,2026-06-03,UPI,M1017,SALE,68807.65,INR,PRJUN78679929,,SUCCESS
TXNJUN00425,2026-06-24,IMPS,M1027,SALE,40012.14,INR,PRJUN68816911,,SUCCESS
TXNJUN00333,2026-06-11,CARD,M1022,SALE,79992.87,INR,PRJUN63108878,,SUCCESS
TXNJUN00365,2026-06-07,NEFT,M1019,SALE,47124.24,INR,PRJUN67665720,,SUCCESS
TXNJUN00553,2026-06-09,NEFT,M1024,SALE,2512.89,INR,PRJUN79977486,BATCHJUN006,SUCCESS
TXNJUN00565,2026-06-24,IMPS,M1031,SALE,11682.99,INR,PRJUN31626387,BATCHJUN008,SUCCESS
TXNJUN00395,2026-06-07,IMPS,M1027,SALE,50449.92,INR,PRJUN23951801,,SUCCESS
TXNJUN00462,2026-06-10,IMPS,M1009,SALE,39391.91,INR,PRJUN81113720,,SUCCESS
TXNJUN00468,2026-06-19,UPI,M1003,SALE,29254.40,INR,PRJUN77556678,,SUCCESS
TXNJUN00381,2026-06-05,CARD,M1038,SALE,51072.97,INR,PRJUN37272705,,SUCCESS
TXNJUN00383,2026-06-22,IMPS,M1008,SALE,70525.46,INR,PRJUN51512209,,SUCCESS
TXNJUN00466,2026-06-18,NEFT,M1001,SALE,19144.50,INR,PRJUN15063406,,SUCCESS
TXNJUN00382,2026-06-02,CARD,M1008,SALE,23414.46,INR,PRJUN42029368,,SUCCESS
TXNJUN00413,2026-06-04,IMPS,M1018,SALE,23734.46,INR,PRJUN31424479,,SUCCESS
TXNJUN00597,2026-06-28,IMPS,M1030,SALE,57702.93,INR,PRJUN47112255,,SUCCESS
TXNJUN00449,2026-06-08,CARD,M1012,SALE,35541.23,INR,PRJUN14102122,,SUCCESS
TXNJUN00444,2026-06-24,NEFT,M1024,SALE,45276.92,INR,PRJUN16615722,,SUCCESS
TXNJUN00567,2026-06-24,IMPS,M1031,SALE,1590.28,INR,PRJUN44663022,BATCHJUN008,SUCCESS
TXNJUN00508,2026-06-15,UPI,M1012,SALE,17061.10,INR,PRJUN49483865,,SUCCESS
TXNJUN00416,2026-06-02,IMPS,M1002,SALE,22291.06,INR,PRJUN22114140,,SUCCESS
TXNJUN00332,2026-06-16,IMPS,M1030,SALE,56513.16,INR,PRJUN93890601,,SUCCESS
TXNJUN00402,2026-06-23,NEFT,M1026,SALE,23768.73,INR,PRJUN22242388,,SUCCESS
TXNJUN00513,2026-06-17,UPI,M1008,SALE,45242.72,INR,PRJUN92984217,,SUCCESS
TXNJUN00487,2026-06-06,CARD,M1032,SALE,48152.53,INR,PRJUN96355513,,SUCCESS
TXNJUN00540,2026-06-24,UPI,M1031,SALE,14684.79,INR,PRJUN12500515,BATCHJUN003,SUCCESS
TXNJUN00342,2026-06-16,CARD,M1006,SALE,10156.05,INR,PRJUN13296743,,SUCCESS
TXNJUN00531,2026-06-09,IMPS,M1032,SALE,12518.68,INR,PRJUN51027069,BATCHJUN002,SUCCESS
TXNJUN00562,2026-06-22,IMPS,M1033,SALE,7563.35,INR,PRJUN25882013,BATCHJUN007,SUCCESS
TXNJUN00614,2026-06-14,UPI,M1034,SALE,54889.03,INR,PRJUN39808788,,SUCCESS
TXNJUN00424,2026-06-08,NEFT,M1017,SALE,65928.43,INR,PRJUN38143348,,SUCCESS
TXNJUN00534,2026-06-09,CARD,M1032,SALE,6607.69,INR,PRJUN39732676,BATCHJUN002,SUCCESS
TXNJUN00380,2026-06-23,IMPS,M1018,SALE,38365.78,INR,PRJUN66851305,,SUCCESS
TXNJUN00388,2026-06-08,NEFT,M1025,SALE,4606.75,INR,PRJUN11649277,,SUCCESS
TXNJUN00340,2026-06-22,UPI,M1037,SALE,33887.09,INR,PRJUN98261798,,SUCCESS
TXNJUN00441,2026-06-19,NEFT,M1035,SALE,74111.86,INR,PRJUN24178065,,SUCCESS
TXNJUN00573,2026-06-19,CARD,M1014,SALE,6696.21,INR,PRJUN55992559,,SUCCESS
TXNJUN00488,2026-06-08,NEFT,M1004,SALE,31602.29,INR,PRJUN53034742,,SUCCESS
TXNJUN00588,2026-06-07,UPI,M1017,REVERSAL,-19395.08,INR,PRJUN22225702,,SUCCESS
TXNJUN00544,2026-06-21,UPI,M1003,SALE,3110.68,INR,PRJUN77259613,BATCHJUN004,SUCCESS
TXNJUN00526,2026-06-22,NEFT,M1035,SALE,13071.15,INR,PRJUN19817298,BATCHJUN001,SUCCESS
TXNJUN00372,2026-06-12,IMPS,M1025,SALE,83723.71,INR,PRJUN52057323,,SUCCESS
TXNJUN00587,2026-06-07,CARD,M1006,SALE,19395.08,INR,PRJUN22225702,,SUCCESS
TXNJUN00335,2026-06-10,CARD,M1037,SALE,69879.35,INR,PRJUN52833932,,SUCCESS
TXNJUN00590,2026-06-14,CARD,M1040,REVERSAL,-4121.55,INR,PRJUN39765498,,SUCCESS
TXNJUN00582,2026-06-07,NEFT,M1017,SALE,14915.27,INR,PRJUN58623028,,SUCCESS
TXNJUN00611,2026-06-14,UPI,M1031,SALE,81459.21,INR,PRJUN10889014,,SUCCESS
TXNJUN00535,2026-06-24,NEFT,M1031,SALE,9525.54,INR,PRJUN58149482,BATCHJUN003,SUCCESS
TXNJUN00609,2026-06-28,NEFT,M1010,SALE,79360.61,INR,PRJUN40763714,,SUCCESS
TXNJUN00418,2026-06-17,UPI,M1024,SALE,81798.43,INR,PRJUN24887509,,SUCCESS
TXNJUN00422,2026-06-08,UPI,M1032,SALE,60856.53,INR,PRJUN92058189,,SUCCESS
TXNJUN00437,2026-06-23,IMPS,M1008,SALE,3540.52,INR,PRJUN62989744,,SUCCESS
TXNJUN00434,2026-06-15,CARD,M1030,SALE,4477.45,INR,PRJUN35042738,,SUCCESS
TXNJUN00603,2026-06-28,IMPS,M1021,SALE,64387.50,INR,PRJUN61361533,,SUCCESS
TXNJUN00604,2026-06-29,UPI,M1017,SALE,49188.77,INR,PRJUN65354876,,SUCCESS
TXNJUN00351,2026-06-13,CARD,M1035,SALE,40332.92,INR,PRJUN87149161,,SUCCESS
TXNJUN00581,2026-06-22,UPI,M1025,SALE,49760.72,INR,PRJUN10954835,,SUCCESS
TXNJUN00504,2026-06-23,IMPS,M1035,SALE,74567.86,INR,PRJUN18325904,,SUCCESS
TXNJUN00411,2026-06-19,CARD,M1018,SALE,47851.76,INR,PRJUN56175477,,SUCCESS
TXNJUN00577,2026-06-06,CARD,M1031,SALE,27115.13,INR,PRJUN97138408,,SUCCESS
TXNJUN00558,2026-06-09,CARD,M1024,SALE,7381.51,INR,PRJUN56309454,BATCHJUN006,SUCCESS
TXNJUN00397,2026-06-05,CARD,M1005,SALE,60626.19,INR,PRJUN77837366,,SUCCESS
TXNJUN00347,2026-06-07,UPI,M1037,SALE,26623.17,INR,PRJUN38829445,,SUCCESS
TXNJUN00391,2026-06-10,NEFT,M1021,SALE,73541.73,INR,PRJUN72423883,,SUCCESS
TXNJUN00392,2026-06-07,NEFT,M1040,SALE,27878.63,INR,PRJUN59515518,,SUCCESS
TXNJUN00463,2026-06-23,UPI,M1032,SALE,17338.80,INR,PRJUN52464268,,SUCCESS
TXNJUN00517,2026-06-14,UPI,M1040,SALE,65312.34,INR,PRJUN94586329,,SUCCESS
TXNJUN00486,2026-06-22,CARD,M1023,SALE,69100.27,INR,PRJUN68095862,,SUCCESS
TXNJUN00552,2026-06-09,NEFT,M1024,SALE,1278.14,INR,PRJUN97043518,BATCHJUN006,SUCCESS
TXNJUN00601,2026-06-30,NEFT,M1030,SALE,73204.39,INR,PRJUN60610858,,SUCCESS
TXNJUN00568,2026-06-24,UPI,M1031,SALE,10574.49,INR,PRJUN64419425,BATCHJUN008,SUCCESS
TXNJUN00613,2026-06-14,NEFT,M1026,SALE,87041.65,INR,PRJUN34544645,,SUCCESS
TXNJUN00430,2026-06-10,UPI,M1004,SALE,28428.71,INR,PRJUN98663948,,SUCCESS
TXNJUN00453,2026-06-13,CARD,M1017,SALE,80937.79,INR,PRJUN66882385,,SUCCESS
TXNJUN00379,2026-06-19,NEFT,M1014,SALE,6648.71,INR,PRJUN12240013,,SUCCESS
TXNJUN00472,2026-06-02,UPI,M1004,SALE,62971.65,INR,PRJUN89715138,,SUCCESS
TXNJUN00452,2026-06-21,UPI,M1015,SALE,16660.76,INR,PRJUN27758896,,SUCCESS
TXNJUN00363,2026-06-03,UPI,M1026,SALE,60286.23,INR,PRJUN70665302,,SUCCESS
TXNJUN00596,2026-06-29,NEFT,M1023,SALE,69051.64,INR,PRJUN83765077,,SUCCESS
TXNJUN00572,2026-06-19,NEFT,M1014,SALE,24249.25,INR,PRJUN34412077,,SUCCESS
TXNJUN00602,2026-06-27,NEFT,M1005,SALE,45916.67,INR,PRJUN71836850,,SUCCESS
TXNJUN00527,2026-06-09,IMPS,M1032,SALE,19055.03,INR,PRJUN57934299,BATCHJUN002,SUCCESS
TXNJUN00615,2026-06-09,UPI,M1033,SALE,89282.26,INR,PRJUN66797703,,SUCCESS
TXNJUN00457,2026-06-21,NEFT,M1017,SALE,47376.08,INR,PRJUN13416548,,SUCCESS
TXNJUN00564,2026-06-24,IMPS,M1031,SALE,937.70,INR,PRJUN15790734,BATCHJUN008,SUCCESS
TXNJUN00570,2026-06-19,IMPS,M1014,SALE,26284.47,INR,PRJUN32893086,,SUCCESS
TXNJUN00396,2026-06-08,CARD,M1024,SALE,85267.99,INR,PRJUN15892193,,SUCCESS
TXNJUN00431,2026-06-12,UPI,M1019,SALE,611.53,INR,PRJUN17315517,,SUCCESS
TXNJUN00469,2026-06-22,NEFT,M1032,SALE,94571.01,INR,PRJUN68205561,,SUCCESS
TXNJUN00341,2026-06-04,IMPS,M1029,SALE,24765.46,INR,PRJUN11415698,,SUCCESS
TXNJUN00519,2026-06-19,NEFT,M1001,SALE,116810.74,INR,PRJUN62478133,,SUCCESS
TXNJUN00475,2026-06-20,NEFT,M1034,SALE,19176.25,INR,PRJUN36661903,,SUCCESS
TXNJUN00450,2026-06-06,NEFT,M1006,SALE,79617.69,INR,PRJUN56204319,,SUCCESS
TXNJUN00593,2026-06-27,UPI,M1018,SALE,92692.45,INR,PRJUN42112480,,SUCCESS
TXNJUN00415,2026-06-07,CARD,M1035,SALE,79527.03,INR,PRJUN85579195,,SUCCESS
TXNJUN00362,2026-06-05,IMPS,M1026,SALE,67654.66,INR,PRJUN43511112,,SUCCESS
TXNJUN00366,2026-06-16,UPI,M1003,SALE,74941.77,INR,PRJUN85986307,,SUCCESS
TXNJUN00429,2026-06-14,UPI,M1022,SALE,15135.58,INR,PRJUN91512791,,SUCCESS
TXNJUN00585,2026-06-20,UPI,M1011,SALE,24946.99,INR,PRJUN55424358,,SUCCESS
TXNJUN00403,2026-06-13,IMPS,M1007,SALE,81223.47,INR,PRJUN14171767,,SUCCESS
TXNJUN00439,2026-06-03,CARD,M1036,SALE,37022.39,INR,PRJUN18994192,,SUCCESS
TXNJUN00385,2026-06-25,NEFT,M1028,SALE,85515.28,INR,PRJUN25845304,,SUCCESS
TXNJUN00352,2026-06-05,CARD,M1040,SALE,17977.59,INR,PRJUN48766747,,SUCCESS
TXNJUN00458,2026-06-07,IMPS,M1035,SALE,32765.08,INR,PRJUN86778235,,SUCCESS
TXNJUN00476,2026-06-06,CARD,M1014,SALE,3983.69,INR,PRJUN49641367,,SUCCESS
