line_id,value_date,narration,dr_cr,amount,bank_ref
BLMAY00146,2026-05-06,UPI/SETTLE/PRMAY19339597/M1025,CR,70456.82,UTR7098134112
BLMAY00049,2026-05-25,UPI/SETTLE/PRMAY15957459/M1005,CR,41566.45,UTR9249648005
BLMAY00126,2026-05-13,UPI/SETTLE/PRMAY70887034/M1027,CR,63778.57,UTR3812868150
BLMAY00179,2026-05-12,SETTLE/NEFTPRMAY41895531/PAYOUT,CR,11795.13,UTR9182543558
BLMAY00139,2026-05-17,UPI/SETTLE/PRMAY55490631/M1021,CR,38029.68,UTR8151583833
BLMAY00076,2026-05-17,UPI/SETTLE/PRMAY13852048/M1023,CR,80877.78,UTR8721631198
BLMAY00144,2026-05-26,UPI/SETTLE/PRMAY25419645/M1039,CR,26644.34,UTR2148679234
BLMAY00197,2026-05-05,SETTLE/PRMA Y36867482/PAYOUT,CR,13110.27,UTR5283209430
BLMAY00181,2026-05-10,SETTLE/NEFTPRMAY57354167/PAYOUT,CR,54320.39,UTR5382302465
BLMAY00242,2026-05-18,UPI/SETTLE/PRMAY48532662,CR,17303.23,UTR6916301780
BLMAY00234,2026-05-15,UPI/SETTLE/PRMAY32083803,CR,81212.55,UTR3099500153
BLMAY00065,2026-05-17,UPI/SETTLE/PRMAY28213276/M1014,CR,17468.83,UTR7247886041
BLMAY00035,2026-05-20,UPI/SETTLE/PRMAY93370583/M1033,CR,94630.14,UTR2139027119
BLMAY00186,2026-05-18,SETTLE/PRMAY516176/PAYOUT,CR,37981.73,UTR6523804237
BLMAY00212,2026-05-23,PART SETTLEMENT PRMAY96094462-P3,CR,31042.18,UTR7039121410
BLMAY00097,2026-05-04,UPI/SETTLE/PRMAY83832717/M1008,CR,43344.75,UTR5243939720
BLMAY00229,2026-05-05,SETTLEMENT BATCHMAY010,CR,53716.49,UTR6415031531
BLMAY00006,2026-05-06,UPI/SETTLE/PRMAY81971316/M1040,CR,92452.72,UTR1298737106
BLMAY00050,2026-05-13,UPI/SETTLE/PRMAY93638503/M1027,CR,63105.96,UTR6695912196
BLMAY00188,2026-05-13,SETTLE/prmay61894582/PAYOUT,CR,92510.31,UTR4440904834
BLMAY00113,2026-05-04,UPI/SETTLE/PRMAY33497411/M1032,CR,57999.35,UTR1614685938
BLMAY00089,2026-05-08,UPI/SETTLE/PRMAY93955206/M1012,CR,25325.22,UTR3370788647
BLMAY00194,2026-05-13,SETTLE/prmay70387584/PAYOUT,CR,35498.27,UTR7004510516
BLMAY00211,2026-05-22,PART SETTLEMENT PRMAY96094462-P2,CR,19295.19,UTR6592451645
BLMAY00143,2026-05-20,UPI/SETTLE/PRMAY23905032/M1007,CR,48327.34,UTR7684109313
BLMAY00082,2026-05-26,UPI/SETTLE/PRMAY89133014/M1019,CR,49959.34,UTR6272000062
BLMAY00060,2026-05-09,UPI/SETTLE/PRMAY30244148/M1027,CR,36542.59,UTR7045593274
BLMAY00125,2026-05-11,UPI/SETTLE/PRMAY14994527/M1035,CR,94614.12,UTR5877639950
BLMAY00033,2026-05-04,UPI/SETTLE/PRMAY93131979/M1021,CR,39971.56,UTR6320115677
BLMAY00028,2026-05-15,UPI/SETTLE/PRMAY32321899/M1011,CR,46264.50,UTR2627677155
BLMAY00237,2026-05-14,UPI/SETTLE/PRMAY72059365,CR,68780.79,UTR4506639908
BLMAY00138,2026-05-18,UPI/SETTLE/PRMAY70896652/M1028,CR,57614.19,UTR6276339732
BLMAY00180,2026-05-20,SETTLE/PRMA Y90092958/PAYOUT,CR,1807.25,UTR9596653373
BLMAY00227,2026-05-22,SETTLEMENT BATCHMAY008,CR,64010.32,UTR4949801453
BLMAY00166,2026-05-21,UPI/SETTLE/PRMAY20939011/M1009,CR,63127.25,UTR5028688786
BLMAY00092,2026-05-07,UPI/SETTLE/PRMAY18004482/M1030,CR,75351.56,UTR8252816758
BLMAY00214,2026-05-06,PART SETTLEMENT PRMAY70873663-P2,CR,32476.31,UTR2712474804
BLMAY00016,2026-05-02,UPI/SETTLE/PRMAY70897765/M1033,CR,90624.06,UTR4919706735
BLMAY00161,2026-05-12,UPI/SETTLE/PRMAY59491122/M1030,CR,7520.26,UTR5471158508
BLMAY00195,2026-05-10,SETTLE/PRMA Y97182566/PAYOUT,CR,23900.70,UTR7518666304
BLMAY00087,2026-05-09,UPI/SETTLE/PRMAY21432787/M1034,CR,11473.29,UTR6928678489
BLMAY00159,2026-05-13,UPI/SETTLE/PRMAY94183695/M1020,CR,14553.21,UTR8715177240
BLMAY00176,2026-05-04,SETTLE/prmay61830338/PAYOUT,CR,35772.98,UTR4398953973
BLMAY00024,2026-05-17,UPI/SETTLE/PRMAY42614537/M1028,CR,76760.34,UTR6816663775
BLMAY00128,2026-05-14,UPI/SETTLE/PRMAY41690501/M1004,CR,9663.85,UTR7004964045
BLMAY00041,2026-05-24,UPI/SETTLE/PRMAY20099059/M1028,CR,85897.23,UTR1547374338
BLMAY00064,2026-05-06,UPI/SETTLE/PRMAY72732043/M1006,CR,93173.41,UTR8055556030
BLMAY00023,2026-05-10,UPI/SETTLE/PRMAY41944441/M1037,CR,63635.64,UTR7769777475
BLMAY00198,2026-05-24,SETTLE/prmay52894344/PAYOUT,CR,33168.55,UTR4656572173
BLMAY00096,2026-05-13,UPI/SETTLE/PRMAY54735895/M1032,CR,63745.15,UTR9354542654
BLMAY00040,2026-05-11,UPI/SETTLE/PRMAY95511909/M1036,CR,15559.89,UTR1041531046
BLMAY00153,2026-05-03,UPI/SETTLE/PRMAY68548403/M1037,CR,43811.72,UTR8044354825
BLMAY00231,2026-05-21,NET SETTLEMENT M1016 2026-05-19 2/2,CR,19852.42,UTR5868640848
BLMAY00122,2026-05-03,UPI/SETTLE/PRMAY62958901/M1017,CR,25307.45,UTR7805633786
BLMAY00177,2026-05-04,SETTLE/PRMA Y28468304/PAYOUT,CR,27431.82,UTR3642900640
BLMAY00201,2026-05-18,PART SETTLEMENT PRMAY63440127-P1,CR,47179.20,UTR7227593033
BLMAY00149,2026-05-11,UPI/SETTLE/PRMAY65590800/M1008,CR,20675.16,UTR8160279830
BLMAY00011,2026-05-22,UPI/SETTLE/PRMAY63100814/M1036,CR,43726.21,UTR7609857128
BLMAY00003,2026-05-09,UPI/SETTLE/PRMAY85329037/M1038,CR,68092.86,UTR4733616459
BLMAY00063,2026-05-11,UPI/SETTLE/PRMAY39450273/M1026,CR,41545.46,UTR4110335359
BLMAY00203,2026-05-20,PART SETTLEMENT PRMAY63440127-P3,CR,37246.04,UTR5150074940
BLMAY00102,2026-05-24,UPI/SETTLE/PRMAY78299645/M1030,CR,26157.01,UTR3367665472
BLMAY00031,2026-05-17,UPI/SETTLE/PRMAY88406989/M1012,CR,47895.07,UTR9884231465
BLMAY00150,2026-05-09,UPI/SETTLE/PRMAY16095815/M1020,CR,37701.21,UTR5060136033
BLMAY00071,2026-05-25,UPI/SETTLE/PRMAY89470029/M1039,CR,78946.66,UTR4459716271
BLMAY00204,2026-05-19,PART SETTLEMENT PRMAY68065043-P1,CR,42990.12,UTR5990610098
BLMAY00043,2026-05-26,UPI/SETTLE/PRMAY57469942/M1016,CR,53298.96,UTR4713453204
BLMAY00004,2026-05-24,UPI/SETTLE/PRMAY31429110/M1022,CR,40292.71,UTR1438989805
BLMAY00084,2026-05-22,UPI/SETTLE/PRMAY26948946/M1037,CR,82536.70,UTR6516195409
BLMAY00112,2026-05-11,UPI/SETTLE/PRMAY17532195/M1034,CR,34214.40,UTR1773338452
BLMAY00163,2026-05-24,UPI/SETTLE/PRMAY56095437/M1029,CR,8240.19,UTR9551219870
BLMAY00061,2026-05-17,UPI/SETTLE/PRMAY82828034/M1038,CR,39644.61,UTR7767538527
BLMAY00029,2026-05-11,UPI/SETTLE/PRMAY62401521/M1036,CR,88037.59,UTR3090237817
BLMAY00056,2026-05-27,UPI/SETTLE/PRMAY24305904/M1004,CR,40532.60,UTR3394039673
BLMAY00171,2026-05-24,UPI/SETTLE/PRMAY58895439/M1029,CR,68430.74,UTR6322188162
BLMAY00222,2026-05-24,SETTLEMENT BATCHMAY003,CR,95184.96,UTR4098389895
